lemma,saliency rank,saliency score
recipe,747,2.4416929476977245
market,748,2.432999835195644
organization,749,2.4296168218779965
consider,750,2.4270632196711808
rhetoric,751,2.418961141019004
newspaper,752,2.4153874295482174
defend,753,2.4006263598373643
stick,754,2.398058852381772
attitude,755,2.3714175094278778
unit,756,2.3703131027157367
terror,757,2.367731589526416
club,758,2.3668529802079545
hoof,759,2.3658501709609814
jealousy,760,2.3619927107845955
wage,761,2.3615249829070404
brother,762,2.3606057818103894
password,763,2.3548435671659647
western,764,2.353237960100005
international,765,2.352090499377215
command,766,2.3361167653331814
bubble,767,2.3323152801106053
land,768,2.329443577655259
toilet,769,2.3281703768385125
effect,770,2.327851305184702
industry,771,2.3275768512271924
distinction,772,2.3275314787138672
communist,773,2.325641933079863
option,774,2.312300806591291
text,775,2.311696650137457
brief,776,2.3116446472581638
body,777,2.308889411073611
cat,778,2.3080928531498235
throw,779,2.3025289340564674
soil,780,2.299039146988399
affection,781,2.293708767635791
traditional,782,2.293357776256798
solution,783,2.2924619268877056
local,784,2.290995215733672
complete,785,2.289522665097399
cheap,786,2.2852156198214493
private,787,2.2850019371309394
holiday,788,2.274267357474705
tube,789,2.266371202534633
defeat,790,2.2638022707560426
layer,791,2.2624295876184206
parent,792,2.260823095504052
relate,793,2.258686583475451
forest,794,2.2570757634132024
league,795,2.2562834518254107
express,796,2.2521138254846473
minimum,797,2.2496816078755364
bowl,798,2.2469535946051664
reply,799,2.2466874075370855
investment,800,2.2435934862465423
visit,801,2.2419047167240724
citizen,802,2.2343482154019876
energy,803,2.232694848931748
forget,804,2.230782636390717
recently,805,2.2295164786398756
campaign,806,2.225984843093377
hide,807,2.2223408044203543
familiar,808,2.221872117864292
crazy,809,2.2195571260509883
fail,810,2.2109812850818074
bake,811,2.204321677156204
jump,812,2.2041314813119612
expression,813,2.2006168013930365
century,814,2.199623059793205
pain,815,2.197414978483423
light,816,2.1955749668716544
pop,817,2.194029738086038
regiment,818,2.186066030979606
maximum,819,2.181433073908818
confirm,820,2.1810143749826425
square,821,2.1745374086541673
disgusting,822,2.170860188586003
analysis,823,2.1678964184149727
stamp,824,2.166833042006245
curse,825,2.1622310581468236
knife,826,2.159609177448144
feed,827,2.15923294535074
airport,828,2.1583188223284733
round,829,2.1491792855977527
brand,830,2.143015609261911
consequence,831,2.1393568655921182
disappointment,832,2.138288943076679
green,833,2.137644587397428
design,834,2.1358377613601376
men,835,2.126183342718379
waste,836,2.1236344782417387
tourism,837,2.1235599115494965
claim,838,2.116096703302989
ice,839,2.1084798120485946
illusion,840,2.1045377094173627
pull,841,2.1039936112411524
elephant,842,2.1019204916412964
affair,843,2.094256859966813
medicine,844,2.0885763852166503
countless,845,2.088542820948649
silence,846,2.0854713923700254
propaganda,847,2.0830691351974506
livestock,848,2.0815778822330344
error,849,2.075431372669475
artist,850,2.0724047934741296
origin,851,2.068846750052569
silver,852,2.065550771072445
table,853,2.0650233765547745
restriction,854,2.060134854976239
member,855,2.0562243131389724
chocolate,856,2.0518009657280754
handsome,857,2.0512918554043695
female,858,2.0512000131670796
attention,859,2.0511888429729477
library,860,2.047180619261355
carnival,861,2.041821068928442
empty,862,2.040595439396234
camera,863,2.0394484749665844
employee,864,2.0346493575287745
flu,865,2.029035792628024
usually,866,2.0236002130484576
justice,867,2.0214779825563163
sale,868,2.01795054639374
touch,869,2.0174938376286073
approve,870,2.0174804766236223
grandma,871,2.0169336263526905
fast,872,2.015875158343446
cheese,873,2.0129890740984537
rich,874,2.0072324228193077
temporarily,875,2.001130151089863
molecule,876,1.9979092936721576
risk,877,1.9889359361896428
powerful,878,1.988779562246525
angel,879,1.988715703834604
modification,880,1.9825778353876347
payment,881,1.9806572359970023
union,882,1.9716037064771594
closet,883,1.9713442639815097
correspond,884,1.9675943742390887
fried,885,1.9666979000718596
skin,886,1.9628338129656289
age,887,1.9618693305741783
city,888,1.9608871691794985
arm,889,1.9581505194497089
magic,890,1.9573047069299552
disease,891,1.9559483428648274
figure,892,1.9530047943788276
destruction,893,1.9501038562092265
popular,894,1.9497684912368802
nervous,895,1.9475621824501337
experiment,896,1.939737877061532
bitter,897,1.9378454855622058
telecommunication,898,1.9353851615546063
progress,899,1.9332273692707194
youth,900,1.93109163144047
object,901,1.9166487129740615
planet,902,1.916562013304131
perspective,903,1.9133533243422685
ugly,904,1.912934977380985
fire,905,1.909991220374959
foot,906,1.9089118909202205
lover,907,1.9084476547461282
gas,908,1.9081979540840832
opinion,909,1.9070786278226808
clothing,910,1.8997496915628664
resource,911,1.8981599543505778
shopping,912,1.8972457880152147
fair,913,1.8955236046805597
kitchen,914,1.8954206285694495
professional,915,1.886123033328107
attend,916,1.883086823086355
heart,917,1.8812477969078265
cross,918,1.8798215183270122
product,919,1.8796974421790489
bridge,920,1.873443430288252
base,921,1.8711869847756555
advance,922,1.8656013638385787
owner,923,1.8590515544199766
impression,924,1.8567420135276205
building,925,1.8549304462651959
travel,926,1.8524673033357284
drama,927,1.8515250514016044
beach,928,1.8512042672076916
bet,929,1.8477416380574683
thesis,930,1.836191873583811
comfort,931,1.8359349021320153
contradiction,932,1.835048226756137
bus,933,1.828932001488984
usual,934,1.8273398448201377
studio,935,1.8223063936967465
slope,936,1.821378883289503
escape,937,1.820016401893903
survival,938,1.8183337326517206
weight,939,1.817002952021042
echo,940,1.8135685977956246
height,941,1.8066211453913619
service,942,1.8026198717058655
treat,943,1.8011727424273847
rate,944,1.7993616556102738
global,945,1.7990234927481144
south,946,1.7970951542356897
unemployment,947,1.7948958783666988
black,948,1.790808075540284
scare,949,1.7905512496780949
writer,950,1.7831132273613468
driver,951,1.7828968473247215
neighbor,952,1.7814764147256925
dam,953,1.7812583000873214
chain,954,1.7809463193185282
military,955,1.7793497863409193
signal,956,1.7754178594352394
spit,957,1.7720692832895155
collapse,958,1.767510103557922
limit,959,1.7658800697289365
leg,960,1.7650093277336572
movement,961,1.7538231177784658
wedding,962,1.751864614609235
source,963,1.7503475493605185
responsibility,964,1.7498181821208636
clean,965,1.7495167386660277
experience,966,1.7491620791696543
reform,967,1.7482618084169355
star,968,1.7450960477161241
evaluation,969,1.735848435591154
center,970,1.7349364605956055
phenomenon,971,1.7325810914551667
purchase,972,1.732528958428449
mistake,973,1.7285413253097301
logic,974,1.727963431421963
complicated,975,1.7248053982456168
grace,976,1.7236915168609377
fish,977,1.7236402731889244
pen,978,1.7223439835464722
blood,979,1.7200861694763239
block,980,1.7168658932615575
precious,981,1.7165159075741938
atmosphere,982,1.7158569432562158
comrade,983,1.7153670005933508
ideal,984,1.7117667208005107
dog,985,1.705517820543586
creative,986,1.6965087673203296
standard,987,1.6957857227186928
dollar,988,1.694810389053294
relative,989,1.69451822141035
radio,990,1.6909237989117374
request,991,1.6904993851548111
leader,992,1.6867207181380062
bird,993,1.6842598072533388
score,994,1.6824121406774095
foreigner,995,1.6818126435151868
director,996,1.6783742011924963
policy,997,1.6777087897637628
report,998,1.6775876515272272
blue,999,1.675010413374189
detail,1000,1.6741725187390761
fresh,1001,1.672430344120711
tool,1002,1.668503959138821
specific,1003,1.6679167350086743
declare,1004,1.666520771911343
career,1005,1.6630128504407233
coast,1006,1.6619500491696195
quality,1007,1.6509863238306797
discount,1008,1.648580554485421
sunny,1009,1.6481437527313014
difference,1010,1.6476919964664969
maid,1011,1.6468008794264977
reflection,1012,1.646027622581208
efficiency,1013,1.6438636629350567
account,1014,1.6434877658779206
moon,1015,1.642515527609799
separate,1016,1.6420472295480915
shirt,1017,1.6418698499819993
title,1018,1.6415208250187652
khan,1019,1.6405430454720564
air,1020,1.6389403159046885
maintenance,1021,1.638391871592897
material,1022,1.638385227855454
civilization,1023,1.6382152322010084
platform,1024,1.6350798030067963
browser,1025,1.63506028404682
cast,1026,1.6337948154399538
application,1027,1.6316708162837292
component,1028,1.6293059270836752
barely,1029,1.6288007455793947
presentation,1030,1.6265514850875555
apply,1031,1.6265470266099387
meter,1032,1.6262119466932603
element,1033,1.6261571097699417
hundred,1034,1.6175226677028425
mature,1035,1.6173692538386755
blow,1036,1.6160062561876414
highlight,1037,1.614418781819536
commission,1038,1.6108216409506824
gold,1039,1.6090188347324812
mission,1040,1.6079503098865997
skill,1041,1.605347449685337
observation,1042,1.6044927274403387
forum,1043,1.5993128735140871
