lemma,es,nl,en,zh
championship,0.00011119066750010034,4.1948731551028534e-05,0.00010034807477158983,6.803776095733132e-06
hemp,1.509944937760699e-06,3.468837416719667e-06,1.0212829271805128e-05,4.6025544177018246e-05
opinion,0.0005489069277909519,0.00043287864135157524,0.00029968563693457523,0.0003270481784056818
online,0.00029938852682599633,0.0008906845097209732,0.0005680300684432898,0.000683045757061836
pillow,5.0792869989672396e-05,0.0001263302184786744,8.02035032721577e-05,5.929957793241916e-05
cavity,8.262754242746047e-06,3.710849329514063e-05,9.556959502056175e-06,3.001665924588147e-05
pie,4.236234408717516e-05,1.3552667116486142e-05,0.00015876733211994302,0.00025274027085032193
marines,5.158978537349054e-06,3.952861242308458e-06,1.058761199737596e-05,3.201776986227356e-06
compensation,7.084158332993945e-05,7.252290320072048e-05,2.393924659583679e-05,0.00015728729444841887
fever,0.00010028550961627308,6.840870068321577e-05,5.823186598556777e-05,0.00013193989330745231
catastrophe,2.4830205643175937e-05,5.243591443878567e-06,1.0962394722946788e-05,0.00015461914695989607
thinker,2.4117176089233384e-05,2.5330580205813383e-05,1.9160766844808705e-05,1.57420701822845e-05
comic_strip,9.135166873452228e-05,2.1297048325906793e-05,4.708207989983557e-05,0.00012320171028254014
guild,3.984576919090733e-05,1.2826631378102956e-05,2.5438377498120114e-05,4.222343400587326e-05
begging,7.549724688803494e-06,1.532742114364504e-05,2.9186204753828416e-05,2.7415215444571736e-05
butcher,1.1869844927396604e-05,3.194557248886019e-05,1.9254462526201413e-05,7.377427805765533e-05
cubic,7.717496348554682e-06,2.5814604031402176e-06,3.7946750964046574e-06,1.0272367830812768e-05
omen,1.8706540062257546e-05,8.793099498196366e-06,7.074023945149424e-06,1.0138960456386629e-05
parameter,3.909079672202698e-05,4.436885067897249e-06,8.432611325343684e-06,5.589768988455259e-05
club,0.0005415669176768374,0.00038802576684701396,0.00045142579295006524,6.877150151667508e-05
ravine,8.891897966813003e-06,3.0654842287290083e-06,2.201848512728629e-06,2.4013327396705173e-06
iceberg,8.891897966813003e-06,5.566273994271094e-06,8.947937573003576e-06,1.2273478447204865e-05
sink,5.21769861826197e-05,2.3475155541056354e-05,8.418556973134777e-05,1.3140626380974774e-05
patriot,1.9000140466822128e-05,2.904142953532745e-06,5.6966974286766224e-05,1.3874366940318543e-05
big,6.308214406644697e-05,0.0002577426871260311,0.0024504700033041783,0.007785320853073456
clown,6.316602989632257e-05,2.9364112085719973e-05,4.478653570571423e-05,2.421343845834438e-05
cold,0.0006290178953221445,0.0008041249155781778,0.0005283967952141746,0.0004940075074999958
belong,0.00025748755480313695,0.0006465751603490263,0.00012677025692433338,0.0004987434692921238
rationality,1.4302533993788842e-05,3.952861242308458e-06,5.481197361473394e-06,0.00019150628598872373
shorten,2.1265057873463174e-05,3.057417164969195e-05,2.0425658543610257e-05,2.9616437122603043e-05
preservation,1.0569614564324892e-05,3.759251712072942e-05,2.2299572171464408e-05,1.1806552636713376e-05
mechanism,0.00010800300596482776,1.347199647888801e-05,2.6422182152743544e-05,0.00012180093285106566
cycle,0.0001461710585582232,2.1377718963504927e-05,8.648111392546912e-05,5.042798753308086e-05
fried,8.241782785277148e-05,8.712428860598234e-06,9.022894118117742e-05,0.0002952972232922605
emerald,1.4302533993788842e-05,6.4536510078505435e-06,1.2976851872890002e-05,6.003331849176293e-07
host,3.1876615352725865e-05,4.404616812857996e-05,0.00023114724599580965,0.00011359637932385808
friendship,0.00023676775482386512,8.292941545087949e-05,0.00010775003360161374,0.0001541522211494046
avatar,0.00018593294191925495,4.7030981719710836e-05,4.019544731747156e-05,3.115062192850365e-05
vodka,2.566906394193188e-05,2.250710788987877e-05,5.214164669504178e-05,6.336850285241643e-06
reverse,8.094982582994858e-06,4.791835873329029e-05,5.9590453365762036e-05,7.690935135666962e-05
tendon,3.4393190248993697e-06,2.904142953532745e-06,2.0613049906395672e-06,0.0
depression,9.290355658722077e-05,4.073867198705656e-05,6.535273777141355e-05,1.8943847168511857e-05
always,0.004319826638188546,0.0040236900621196175,0.002619684403899408,0.0015858801634907375
fort,1.9293740871386707e-05,2.7750699333757337e-05,5.542099554378654e-05,1.8009995547528878e-06
brake,4.77310371992132e-05,2.153906023870119e-05,2.6469029993439898e-05,1.0739293641304257e-05
area,0.0009289936229572699,0.00041367902960321985,0.000708807829735833,0.0006899829405319953
sincerity,3.9216625466840374e-05,6.857004195841203e-06,8.901089732307222e-06,4.936072853767174e-05
potential,0.00011542690190881787,0.00011753711898047803,0.0002051466944093333,0.0001091272322805824
jump,0.0001476810034959839,0.0001697310215064693,0.0001665909215162341,0.0004044244555728429
stamp,4.0684627489663274e-06,0.0003580162896605089,0.0003191274908235621,4.068924919997265e-05
terrain,0.00011572050231338244,0.00010406512250159002,1.072815551946502e-05,2.0277920912773257e-05
importance,0.0002776201539732796,0.0002655677389730499,9.022894118117742e-05,5.3696468206521285e-05
scapula,2.936004045645803e-07,9.680476511775816e-07,2.810870441781228e-07,1.4674811186875382e-06
horse,0.00014529025734452946,0.0002125671300710773,0.00020659897747092026,3.401888047866566e-06
pack,3.3931818184677925e-05,8.06706375981318e-06,0.00022341735228091126,7.337405593437691e-05
want,0.008632900467072106,0.008216304439369724,0.005775401801046497,0.0006709056859890573
remove,0.00046871207442988357,0.00024386733745915243,0.00028286726212458426,5.736517100324013e-06
bingo,2.566906394193188e-05,2.291046107786943e-05,2.0285115021521194e-05,4.6692581049148945e-07
function,0.0011092642713599222,0.00028565472773498467,0.00013492178120549895,0.00016182314517890762
count,0.0005113680189216234,0.00017900814483025446,0.000398956211370149,2.488047533047508e-05
foundation,0.00016034776380719864,0.00021232511815828288,0.00013754526028449476,4.295717456521703e-05
dawn,0.00015468547029059604,1.4278702854869328e-05,6.788252116901666e-05,8.498049750945108e-05
handrail,1.8035453423252792e-06,4.840238255887908e-06,7.495654511416608e-07,9.605330958682069e-06
scandal,6.471791774902106e-05,1.6860163258009546e-05,4.2444143670896546e-05,4.3357396688495446e-05
physical,0.0004281952185999715,0.00012544284146509495,0.00018771929767028969,0.0001379432251566286
standard,0.000301527615487824,0.00024160855960640473,0.0002305850719074534,0.00043630881806069037
peanut,1.2750646141090346e-05,1.879625856036471e-05,9.795883489607579e-05,3.8554731209154414e-05
cannabis,6.962523879674334e-06,4.678896980691645e-06,8.666850528825452e-06,8.27125721442067e-06
available,0.00019792861559146495,0.00041884195040950027,0.0004846409120037801,5.823231893701004e-05
sphere,4.6346921006265895e-05,0.00016779492620411414,1.616250504024206e-05,3.268480673440426e-06
confusion,6.173997078843746e-05,5.1306525512411825e-05,4.904968920908243e-05,9.365197684715017e-05
thermometer,1.0234071244822513e-05,7.825051847018785e-06,8.292067803254623e-06,5.669813413110943e-06
pope,0.0004175836611207088,3.872190604710326e-05,3.040424861193362e-05,1.5008329622940734e-05
cowardice,1.4512248568477827e-05,2.662131040738349e-06,3.3730445301374736e-06,8.13784983999453e-06
prediction,3.682587931538593e-05,4.912841829726227e-05,4.680099285565744e-05,0.00012293489553368787
complaint,0.00023244763458527202,0.00015884048543072152,7.055284808870882e-05,0.00016175644149169456
chew,2.042619957470723e-05,1.581144496923383e-05,5.30317556682725e-05,3.90216570196459e-05
vip,5.083481290461019e-05,3.4365691616804145e-05,5.5889473950750085e-05,9.13840514819058e-06
pizza,0.00012859697719928617,0.00014456178257585218,0.00026586149595180783,7.203998219011551e-06
dislocate,1.2163445331961184e-06,3.2268255039252717e-06,2.998261804566643e-06,2.4013327396705173e-06
pocket,0.0001298552646474201,2.9928806548906898e-05,0.0001293000403219365,8.584764544322099e-05
crystal,0.00011643353186732499,2.4362532554635802e-05,6.689871651439322e-05,3.168425142620821e-05
solar,0.00012511571525944902,1.2665290102906692e-05,5.2188494535738135e-05,1.3540848504253193e-05
cataract,2.030037082989384e-05,1.613412751962636e-07,2.201848512728629e-06,4.3357396688495446e-06
strive,1.1072929543578459e-05,8.77696537067674e-05,4.5301861953374126e-05,1.2673700570483285e-05
beneficiary,2.298471738591286e-05,2.420119127943954e-06,7.167719626542131e-06,2.3346290524574473e-06
advance,0.0002835760478944468,1.1293889263738452e-06,0.0001250368868185683,5.916617055799302e-05
carbohydrate,1.3547561524908491e-05,2.0006318124336686e-05,8.0109807590765e-06,3.6687027967188456e-06
obesity,2.2649174066410482e-05,7.744381209420652e-06,1.958239741107589e-05,2.0544735661625535e-05
fork,3.4393190248993697e-06,2.8476735072140526e-05,4.3849578891787154e-05,3.135073299014286e-06
training,0.00027707489607908825,0.0010047527912847316,0.0003301367333872052,0.000349127098873208
truce,2.478826272823814e-05,2.420119127943954e-06,2.295544194121336e-06,4.669258104914895e-06
viola,1.895819755188433e-05,4.03353187990659e-06,8.526307006736391e-06,4.002221232784195e-07
think,0.0022323277617343797,0.0045222346024760725,0.005911119995543833,0.0007026566411024786
rabbit,3.0198898755213977e-05,6.744065303203819e-05,3.935218618493719e-05,0.0001248693024628669
symptom,0.00010053716710589987,2.242643725228064e-05,4.993979818231315e-05,8.084486890224074e-05
heavy,0.0002047233678113881,0.0006084986194027081,0.00020486560736515517,0.00041196197222791983
soloist,1.6609394315367687e-05,3.710849329514063e-06,3.3261966894411197e-06,4.936072853767174e-06
thesis,6.312408698138477e-05,8.341343927646828e-05,2.810870441781228e-05,0.0002784878941145669
penny,1.8329053827817373e-05,1.0648524162953397e-05,6.455632447957553e-05,1.734295867539818e-06
argument,0.00019285352288399147,0.00013447795287608571,0.00016078178926988624,6.136739223602432e-05
salmon,1.673522306018108e-05,6.034163692340258e-05,4.7456862625406396e-05,2.2012216780313075e-06
must,0.0020377545793379384,0.010382230388241964,0.0013260281309102943,0.0012013334067073893
giraffe,5.200921452286852e-06,1.5892115606831965e-05,1.4710221978655094e-05,6.670368721306992e-06
malaria,8.80801213693741e-06,6.050297819859885e-06,7.589350192809315e-06,3.401888047866566e-06
guideline,4.131377121373023e-05,2.0086988761934816e-05,4.0617077883738746e-05,3.355195466817417e-05
wheel,0.000206191369834211,7.211955001272982e-05,0.00011932145025361313,2.488047533047508e-05
specify,4.760520845439981e-05,6.558522836728116e-05,1.8176962190185275e-05,8.851579293174379e-05
helm,9.68881335063115e-06,7.300692702630927e-05,1.4382287093780617e-05,2.8682585501620064e-06
balance,0.00020807880100641186,0.0001639227355994038,0.00015197439521897173,0.0002082489114792043
metamorphosis,8.472468817435032e-06,2.0571012587523607e-05,3.6072837336192424e-06,1.694273655211976e-05
value,0.0007810190190567215,0.0003982709378219767,0.00037159707240347833,0.0007548856281903123
registration,0.0001492748342636202,2.63792984945891e-05,6.207338892266878e-05,9.385208790878937e-05
management,0.00025874584225127085,0.00019465824852429203,0.000154129395891004,0.0005459029761517643
disc,0.00011756599057064552,5.243591443878567e-06,3.6775554946637735e-05,1.647581074162827e-05
surface,0.00010502505900424416,1.8473576009972183e-05,0.00011679166685601003,0.00011879926692647753
fashion,0.00026633750985501217,7.300692702630927e-05,0.00024290605401059448,0.00010832678803402555
friendly,6.341768738594935e-05,0.00012221601596116967,0.00012367829943837403,9.418560634485473e-05
derivative,5.427413192950956e-05,7.099016108635598e-06,7.120871785845778e-06,2.468036426883587e-05
delta,1.5770536016611742e-05,2.2265095977084374e-05,2.4688812046978452e-05,3.201776986227356e-06
ostrich,5.410636026975837e-06,6.695662920644939e-06,5.29380599868798e-06,1.2273478447204865e-05
pact,8.011096753119263e-05,3.549508054317799e-06,7.4019588300239e-06,5.556417144848724e-05
clog,1.0905157883827268e-06,1.3229984566093615e-05,1.0962394722946788e-05,1.77431807986766e-05
kangaroo,5.955893921167201e-06,2.5007897655420857e-06,5.481197361473394e-06,8.00444246556839e-06
sequel,3.028278458508957e-05,0.00012124796830999208,4.31000134406455e-05,1.834351398359423e-05
pound,0.00012767423307065464,2.4604544467430197e-05,0.00017343070625790177,4.115617501046414e-05
dress,0.00036205124174306535,0.0003171162763982561,0.0005521954982879222,1.57420701822845e-05
