lemma,es,nl,en,zh
honey,0.5507710084325699,0.19773082618802365,-0.8563715926254213,0.08607222686049822
flower,-0.6359525265828646,0.9357413055189355,-0.9838403081912429,0.6545031332881857
field,8.204332673163384,-3.9691831715004415,0.23697787169106646,-5.78767226057495
queen,-0.2997970398092686,-2.8323922375490644,4.043566017376066,-1.4150883491755462
ugly,5.954660087332768,1.2386501856806154,-3.5987962069429686,-4.416859612369006
bad,3.6638274752324107,3.336460968491116,3.235961087325553,-9.82928293245524
annoying,-4.2655229511545905,7.701874287624215,-1.1598694198730592,-3.7674715094797433
black,-3.0980550999482506,2.9332698565621365,0.4608126864123408,-0.4297356552968509
yellow,-3.9431719185929937,4.828105895981566,0.014171226285427888,-1.2679679055113402
insect,1.4716751797773375,-2.4112290662094185,1.5321329675926885,-0.7816672806317059
sting,0.2988020718398898,-1.927662661600345,3.055769616005142,-1.8474506330605949
flight,1.5300376664583955,-1.5487553754552787,1.621840917914706,-1.8341833354734864
wasp,-0.8324466543753034,1.208977553583262,0.48016325380577507,-1.0383825371560058
sheep,-0.025895309125295782,-1.0141506837918215,3.259191965704229,-2.6545650927480176
thousand,0.5955681514524401,-1.3299564755853073,-0.14303651544188825,0.7979071524859966
sweet,5.501722704963417,-4.958415584361349,2.8838280463422445,-0.3184763500199449
stripe,-0.7255818978079877,1.6268146979852571,-1.7811509338907043,0.7131411061577466
buzz,-1.1411316470256407,-1.6495862831605113,2.7971761616070814,-0.5521797132575514
bee,-1.471680550200313,-2.092279814393593,1.406416921708622,1.9157119519617694
nest,-1.0754910314051151,2.493794951270093,-0.7606317990812241,-1.029327864255412
animal,7.001687870383359,-2.163141710428745,-5.390328970647651,-0.006214521393269432
group,1.2695696488316364,2.0788602320241063,3.141847388330791,-6.58213851995926
pollen,-0.7281632681225391,0.03520285273721071,0.15176962782766623,0.5093347416973344
wing,2.342486726109075,-1.777497989328776,-2.315031671942311,1.4372955254242918
work,3.077183065591157,-0.3681652612483955,-0.7150481104716985,-2.0854167599008315
indispensable,1.7196687555621581,-0.5674077072351782,-1.1667314546390783,-0.2526084454073471
nature,3.421547460567272,6.21058095362125,-3.518066511240962,-6.599994772968803
fear,4.295655413422081,1.6995594521089468,-1.4839565343320795,-4.932825397403993
bear,-0.9425219174890562,-0.34327246711127135,0.7187166115954294,0.529601928975632
tree,-1.0776454998102138,0.25215814363338046,4.061688214589932,-3.5323919688945487
spring,-0.16820605063334926,0.19243660668177504,-1.5454185706764576,1.4452177488464744
life,5.679663413838726,-5.4453219135544,-3.4753040176456906,2.6578280834366113
team,1.6182428322138327,-1.3938440609471754,0.3470022908238821,-0.6625031164254597
mind,3.052213052224453,-4.309881431177523,4.980481003093713,-2.3637214813284158
yoga,-0.7620734769114362,-0.8507595934028259,0.5964044176130933,0.9352878152327605
construction,3.2296528047922517,-0.7644392215684753,-1.132619733603149,-1.6563464215751214
rugby,-0.9022732492800357,-0.329438120652635,-0.2101491531414471,1.2995759372031728
gate,3.6276835334510715,-1.1263272168392875,-0.9236736926649148,-2.2311566324704653
open,-1.7000177010048867,0.7252239782369632,3.8826852943071515,-3.366939134219785
chess,1.4361576646210492,-1.6508933370377832,0.31023061900604615,-0.2361468130433042
championship,1.2814907017888313,-0.10917502023441293,-0.2959289611824894,-1.0433625497075594
about,0.015086132354922828,0.11853350550038574,1.8952966901790982,-2.1561254635960907
opera,-0.8428228938606851,0.5195001078798657,0.8186490202880371,-0.566384179523008
mental,2.0038342889626923,-1.230641009854506,2.416100764639297,-3.238449412481935
envelope,-2.1669692174998736,-0.6991825769322916,0.4114992538704876,2.2248505818295308
inauguration,0.20476227181114368,-0.5365777966548185,-0.5365777966548219,0.7693164957925158
show,-1.5521972811013705,-1.2320319934233035,6.357053203154233,-4.041213564220457
opportunity,5.7163539607041995,-2.744582065914725,-1.055961519995242,-2.967038224685659
change,2.4670720132351884,-4.483249134522454,3.215281446769456,-1.6178164292751618
space,0.8983587799736241,-0.28676177750385,1.8543037271831884,-2.576420009754343
new,-0.08245642950902538,3.046651536848799,2.509056597386613,-5.339341472606696
window,0.9733737989394734,-1.8106025157076595,1.4137034836924403,-0.6974678034697771
path,9.025449883440961,-4.189595836372278,-1.797019660530098,-4.708156917417193
house,2.9030949243270565,3.525432534689171,0.45471270135218744,-7.285303138743258
lock,-1.378775834843472,-2.5652276214193077,3.442092403007985,0.4153948669387239
idea,2.184748220351156,-2.2880991189684208,1.794002317737141,-1.915938518675585
sentimental,1.5129592239374126,-0.2644978835153726,-0.3855081067690869,-1.0900656072209847
think,2.774052989738716,-0.18452110337283306,-2.806569201004889,0.05033118941076854
door,-4.805733993255399,3.269667881428145,3.182523030591082,-1.7387499989114394
local,2.620428793212781,-0.5516137847398493,-0.8002659361079442,-1.7198987600715547
slow,-0.14021486299805203,1.4794769995211412,0.5762415884619304,-2.023577850673036
free,4.7327356371953035,1.28054719228806,-0.13119014099456638,-5.944123915765664
understand,1.3504103888571939,-1.3100111254508504,-0.08413137996680337,-0.02805131529614836
expand,0.719043419273028,0.44868224090789427,-1.0208331793691834,-0.2082749725633813
separation,4.094383956658905,0.31093848542850705,-2.0752531727596306,-2.7590692022481096
shop,-4.546844355776145,8.750534133708868,-0.3360433963921797,-5.334773445685211
cavity,-0.928628022980702,0.3204749165440915,-0.764978653147147,1.2470135895718746
future,1.624116786765044,0.4425607748126982,-3.2645894591187288,1.0502647135176588
science,-1.928120583338487,-3.692630599219178,5.304013872377633,-0.22925100229528567
